0.9547925443584571,
0.9679765320036499,
0.9704963155141595,
0.9709977920613136,
0.9718774460239334,
0.9723133448095186,
0.9717611329187592,
0.9717222668881184,
0.9717771229860622,
0.9738424065488784,
0.9746043301749253,
0.9757241586455606,
0.9768850791244141,
0.976961417061331,
0.9770298677974202,
0.981398953426988,
0.9825655505337809,
0.9849732957403462,
0.985209942574554,
0.9859456012056572,
0.9883090271216343,
0.9883007548035787,
0.9884331272971568,
0.9892185430741065,
0.9902256862438544,
0.9906129062118315,
0.9907739468318555,
0.9910817325204032,
0.9915817225150576,
0.9918167056428409,
0.9918063228823764,
0.9919247695369932,
0.991881389932441,
0.9920523819816343,
0.9921163576555351,
0.9922227039268509,
0.9925695096929308,
0.9926101010487528,
0.9925295268223289,
0.9925487826837245,
0.992661899315907,
0.9926405792261698,
0.9927923308186565,
0.9928297796178988,
0.9932225529763022,
0.9933796731029461,
0.9934058148603767,
0.9934944688462423,
0.9935311011969613,
0.9935371244304059,
0.9938030093645567,
0.99383503571323,
0.9938991346246437,
0.9939263701150017,
0.993940942950906,
0.9940175504698823,
0.9940081382048321,
0.9946933233720452,
0.994783610254957,
0.9948324123100781,
0.9948437039472005,
0.9948487720899198,
0.9948463689584176,
0.9948637608524302,
0.9948789344712099,
0.9949886466670977,
0.9951218664185773,
0.9951379489140149,
0.9952119530405306,
0.9952675177541738,
0.9953518122130193,
0.9953945756300068,
0.9953942829409135,
0.9955712212001057,
0.995589907088004,
0.9955731775956235,
0.9955603917036568,
0.9955617165069208,
0.9956847691635835,
0.9957387625989368,
0.9958982011312927,
0.9958826886093524,
0.995881594876425,
0.9959562768092619,
0.9960687464445015,
0.996098308042916,
0.9961952343468371,
0.9962007646302299,
0.9962883556925464,
0.9964300788324182,
0.9964932226531068,
0.9965564434972409,
0.9965329667510273,
0.99661277844534,
0.9966074946369731,
0.9966464839051269,
0.9967415000275975,
0.9967852339399993,
0.9968150882275071,
0.9969147719707799,
0.9968847328270027,
0.9969205333245095,
0.9969184382867897,
0.9969042967821807,
0.9968904633713541,
0.9969413142501277,
0.9970121604153745,
0.9972045187683723,
0.99717142949615,
0.9972230814187577,
0.9972388712251021,
0.9972830672781774,
0.9973101795310224,
0.9973310374800861,
0.9973371839510436,
0.9974164872906154,
0.9974320922406904,
0.997456493268251,
0.9974840984711477,
0.9974940344956279,
0.9975537122612652,
0.9975785138107428,
0.9976193516415907,
0.997658402528501,
0.9976440299535553,
0.9976617453460394,
0.9976681536967118,
0.9976703411625664,
0.9976773657008035,
0.9976917536804383,
0.9977373515602231,
0.9977737528406054,
0.9978148679558574,
0.9978904433606629,
0.9978932624187713,
0.9979470093790987,
0.9980174550224286,
0.9980252960091889,
0.9980492965148323,
0.9980415479562067,
0.9980876233813543,
0.9981328977626677,
0.9981442356138573,
0.9981447747779765,
0.9981579920012384,
0.9981627212407972,
0.9981658329879988,
0.9981695917321431,
0.9981762311531523,
0.9981756919890333,
0.9982065629860227,
0.9982149123275239,
0.9982478937669224,
0.9983321112023222,
0.9983372717731763,
0.9983369328700158,
0.9983591464317217,
0.9983913576366643,
0.9984248012167363,
0.9984273737998187,
0.9984612487111859,
0.9984650228600195,
0.9984908257142896,
0.9984941223177606,
0.9984928437285638,
0.9984942301505844,
0.998493382892683,
0.9985260254289209,
0.9985449731965341,
0.9985539233209109,
0.9985539233209109,
0.9985743191293011,
0.998595454362769,
0.9986036958714463,
0.9986650604505418,
0.9986828990805388,
0.9986829452946061,
0.9986948839286715,
0.9987026632966752,
0.9987232901754023,
0.9987401583099849,
0.9987484460327295,
0.9987481841530146,
0.9987466436841029,
0.9987492008624962,
0.998752743940993,
0.9987741718635541,
0.9987830757738634,
0.998805505001217,
0.9988235438921724,
0.9988293514599694,
0.9988240060328459,
0.9988304451928967,
0.9988300138616014,
0.9988444018412362,
0.9988770597821632,
0.998888674917757,
0.9988862409768766,
0.9988874425426277,
0.9988914939758654,
0.9989146010095401,
0.9989239054417665,
0.9989604299596617,
0.9989626328302054,
0.9989666380493757,
0.9989783456131043,
0.9989875884265741,
0.9990054424612602,
0.9990066594317004,
0.9990082923287468,
0.9990061818863377,
0.9990209087691332,
0.9990285186855566,
0.9990365445285864,
0.9990360823879129,
0.9990411043165649,
0.9990533510444125,
0.999054352349205,
0.9990578954277018,
0.9991100557050504,
0.9991112418661123,
0.9991098862534701,
0.9991238120924314,
0.9991242588284158,
0.9991545136378406,
0.9991731841210498,
0.9991891279742854,
0.9991898982087412,
0.9992158551099025,
0.9992175650303945,
0.9992397631874114,
0.9992507621354405,
0.999254135762357,
0.9992606519458533,
0.9992627777929514,
0.9992971764637486,
0.999295774637039,
0.9992987323373493,
0.9992978080560023,
0.9992992560967793,
0.9993210229225009,
0.9993254132588991,
0.9993392466697257,
0.9993380759133529,
0.9993549440479355,
0.9993683461274668,
0.9993766184455224,
0.999381994682024,
0.9993843824088371,
0.999409630694299,
0.9994120954445577,
0.9994189351265255,
0.9994294411245028,
0.9994421808024022,
0.9994445839339043,
0.9994473875873235,
0.9994596189104821,
0.9994732982744176,
0.9994740376994952,
0.9994840045333535,
0.9994817400440534,
0.9994902280277566,
0.9995025209696716,
0.9995118716159653,
0.99951475229283,
0.9995220695201604,
0.9995198050308602,
0.9995228397546162,
0.9995299721256772,
0.9995376282561681,
0.9995360261685,
0.9995364883091735,
0.9995446527944052,
0.999556668451916,
0.9995674517342976,
0.9995691308454113,
0.9995861838362633,
0.999587061903543,
0.999596320121702,
0.9995952417934638,
0.9995947026293447,
0.9996015577160016,
0.9996561365295413,
0.9996586937079347,
0.9996723884765593,
0.999670894221715,
0.9996710636732953,
0.9996738057079579,
0.9996752229393567,
0.9996771023114289,
0.9996751767252894,
0.9996816466947183,
0.99968109212591,
0.9996908895081882,
0.9996926610474366,
0.9996925994286802,
0.999730140656057,
0.9997313114124299,
0.9997337607579995,
0.9997476095735152,
0.9997510140098099,
0.9997523388130739,
0.9997758309639766,
0.9997788194736652,
0.9997812842239239,
0.999781438270815,
0.9998009714166147,
0.9998164993432442,
0.9998194724482437,
0.9998214596531397,
0.9998323353636559,
0.9998392828784475,
0.9998448439712185,
0.9998446745196383,
0.9998444280446124,
0.9998439196898715,
0.9998439350945607,
0.9998447207337057,
0.9998457374431873,
0.9998499429233161,
0.9998516528438081,
0.9998515912250516,
0.9998545335206729,
0.9998591395227187,
0.9998619123667597,
0.9998633295981584,
0.9998659021812408,
0.999871617320903,
0.9998721718897112,
0.9998728034819651,
0.999873327241395,
0.9998742823321202,
0.9998754222791149,
0.9998750679712651,
0.9998789499529225,
0.9998818306297873,
0.9998826470783104,
0.9998846034738282,
0.9998869603912631,
0.9998877614350972,
0.9998883160039054,
0.9998923982465212,
0.9998962648234895,
0.9998969580344997,
0.999898190409629,
0.9998979439346032,
0.9998991455003542,
0.9998990684769087,
0.999899114690976,
